=== Pass1 -> L1.dat ===
Total transactions: 948420
Pass1 time: 0.268 sec
=== Pass2 -> L2.dat ===
Found 1526 frequent pairs
Pass2 time: 1.716 sec
=== Pass3 -> L3.dat ===
Found 1977 frequent triples
Pass3 time: 2.579 sec

=== Association Rules (confidence >= 0.60) ===
{2} => {7}, support=0.1149, confidence=0.6260
{1981} => {8, 88}, support=0.0011, confidence=0.7056
{8, 1981} => {88}, support=0.0011, confidence=0.9101
{88, 1981} => {8}, support=0.0011, confidence=0.9400
{12, 29} => {28}, support=0.0031, confidence=0.6796
{28, 29} => {12}, support=0.0031, confidence=0.7208
{12, 33} => {28}, support=0.0034, confidence=0.6769
{28, 33} => {12}, support=0.0034, confidence=0.7194
{12, 38} => {28}, support=0.0011, confidence=0.7376
{28, 38} => {12}, support=0.0011, confidence=0.7219
{28, 41} => {12}, support=0.0013, confidence=0.7849
{50} => {12, 28}, support=0.0046, confidence=0.6028
{12, 50} => {28}, support=0.0046, confidence=0.7545
{28, 50} => {12}, support=0.0046, confidence=0.8363
{29} => {12, 33}, support=0.0043, confidence=0.6589
{12, 29} => {33}, support=0.0043, confidence=0.9535
{12, 33} => {29}, support=0.0043, confidence=0.8705
{29, 33} => {12}, support=0.0043, confidence=0.7176
{28, 65} => {12}, support=0.0025, confidence=0.7429
{12, 38} => {29}, support=0.0013, confidence=0.8266
{29, 38} => {12}, support=0.0013, confidence=0.7204
{28, 70} => {12}, support=0.0017, confidence=0.8140
{28, 78} => {12}, support=0.0030, confidence=0.8127
{28, 84} => {12}, support=0.0060, confidence=0.7520
{12, 86} => {28}, support=0.0026, confidence=0.6263
{28, 86} => {12}, support=0.0026, confidence=0.7278
{26, 149} => {12}, support=0.0020, confidence=0.8521
{28, 87} => {12}, support=0.0024, confidence=0.7317
{12, 88} => {28}, support=0.0056, confidence=0.6753
{28, 88} => {12}, support=0.0056, confidence=0.7062
{28, 91} => {12}, support=0.0011, confidence=0.8622
{29, 84} => {12}, support=0.0010, confidence=0.7552
{29, 88} => {12}, support=0.0013, confidence=0.6988
{8, 149} => {219}, support=0.0060, confidence=0.8421
{8, 219} => {149}, support=0.0060, confidence=0.6788
{28, 136} => {12}, support=0.0011, confidence=0.8564
{28, 137} => {12}, support=0.0016, confidence=0.7993
{28, 139} => {12}, support=0.0023, confidence=0.7316
{28, 149} => {12}, support=0.0040, confidence=0.8282
{26, 219} => {12}, support=0.0021, confidence=0.8066
{12, 38} => {33}, support=0.0014, confidence=0.8763
{33, 38} => {12}, support=0.0014, confidence=0.7201
{12, 206} => {28}, support=0.0060, confidence=0.6203
{28, 206} => {12}, support=0.0060, confidence=0.7069
{12, 212} => {28}, support=0.0013, confidence=0.7382
{28, 212} => {12}, support=0.0013, confidence=0.7079
{12, 213} => {28}, support=0.0010, confidence=0.7113
{28, 213} => {12}, support=0.0010, confidence=0.7196
{28, 216} => {12}, support=0.0027, confidence=0.8124
{28, 219} => {12}, support=0.0046, confidence=0.7693
{33, 84} => {12}, support=0.0011, confidence=0.7546
{33, 88} => {12}, support=0.0013, confidence=0.6974
{28, 266} => {12}, support=0.0014, confidence=0.7365
{12, 277} => {28}, support=0.0013, confidence=0.6904
{28, 277} => {12}, support=0.0013, confidence=0.6885
{28, 279} => {12}, support=0.0050, confidence=0.7209
{28, 317} => {12}, support=0.0014, confidence=0.7486
{12, 322} => {28}, support=0.0034, confidence=0.7220
{28, 322} => {12}, support=0.0034, confidence=0.7238
{4239} => {8, 28}, support=0.0011, confidence=0.7128
{8, 4239} => {28}, support=0.0011, confidence=0.8833
{28, 4239} => {8}, support=0.0011, confidence=0.9042
{12, 401} => {28}, support=0.0011, confidence=0.7468
{28, 401} => {12}, support=0.0011, confidence=0.6846
{28, 439} => {12}, support=0.0014, confidence=0.8974
{28, 447} => {12}, support=0.0012, confidence=0.7430
{41, 56} => {12}, support=0.0011, confidence=0.7133
{41, 65} => {12}, support=0.0013, confidence=0.7351
{41, 70} => {12}, support=0.0012, confidence=0.8228
{41, 78} => {12}, support=0.0027, confidence=0.7779
{42} => {12, 47}, support=0.0014, confidence=0.6176
{12, 42} => {47}, support=0.0014, confidence=0.8342
{42, 47} => {12}, support=0.0014, confidence=0.8215
{41, 84} => {12}, support=0.0011, confidence=0.8219
{41, 137} => {12}, support=0.0014, confidence=0.7474
{41, 139} => {12}, support=0.0017, confidence=0.7034
{41, 149} => {12}, support=0.0030, confidence=0.8034
{162} => {12, 41}, support=0.0011, confidence=0.6823
{12, 162} => {41}, support=0.0011, confidence=0.9468
{41, 162} => {12}, support=0.0011, confidence=0.7675
{149, 1645} => {7}, support=0.0012, confidence=0.9712
{41, 216} => {12}, support=0.0012, confidence=0.8152
{41, 219} => {12}, support=0.0032, confidence=0.7484
{41, 315} => {12}, support=0.0011, confidence=0.7932
{28, 738} => {12}, support=0.0012, confidence=0.7994
{12, 880} => {28}, support=0.0013, confidence=0.8054
{28, 880} => {12}, support=0.0013, confidence=0.6924
{50, 206} => {12}, support=0.0012, confidence=0.8167
{8, 988} => {149}, support=0.0014, confidence=0.7552
{12, 898} => {28}, support=0.0041, confidence=0.6485
{28, 898} => {12}, support=0.0041, confidence=0.7014
{4, 277} => {898}, support=0.0011, confidence=0.7899
{206, 216} => {7}, support=0.0035, confidence=0.9668
{206, 219} => {7}, support=0.0020, confidence=0.9607
{12, 935} => {28}, support=0.0020, confidence=0.6366
{28, 935} => {12}, support=0.0020, confidence=0.7216
{56, 78} => {12}, support=0.0017, confidence=0.6716
{56, 84} => {12}, support=0.0012, confidence=0.7166
{50, 279} => {12}, support=0.0011, confidence=0.8708
{47, 380} => {12}, support=0.0014, confidence=0.8383
{206, 279} => {7}, support=0.0018, confidence=0.9147
{56, 149} => {12}, support=0.0025, confidence=0.7539
{57, 149} => {12}, support=0.0013, confidence=0.9054
{12, 1053} => {28}, support=0.0012, confidence=0.7432
{28, 1053} => {12}, support=0.0012, confidence=0.7096
{33, 898} => {12}, support=0.0010, confidence=0.7300
{659} => {12, 41}, support=0.0013, confidence=0.6162
{12, 659} => {41}, support=0.0013, confidence=0.8656
{41, 659} => {12}, support=0.0013, confidence=0.7767
{660} => {12, 41}, support=0.0028, confidence=0.6714
{12, 660} => {41}, support=0.0028, confidence=0.9464
{41, 660} => {12}, support=0.0028, confidence=0.7471
{661} => {12, 41}, support=0.0013, confidence=0.6591
{12, 661} => {41}, support=0.0013, confidence=0.9125
{41, 661} => {12}, support=0.0013, confidence=0.7928
{666} => {12, 41}, support=0.0023, confidence=0.6842
{12, 666} => {41}, support=0.0023, confidence=0.9334
{41, 666} => {12}, support=0.0023, confidence=0.7698
{56, 219} => {12}, support=0.0029, confidence=0.6407
{57, 219} => {12}, support=0.0014, confidence=0.8540
{12, 1139} => {28}, support=0.0011, confidence=0.6461
{28, 1139} => {12}, support=0.0011, confidence=0.7151
{65, 70} => {12}, support=0.0014, confidence=0.8061
{65, 78} => {12}, support=0.0027, confidence=0.7704
{65, 84} => {12}, support=0.0017, confidence=0.7862
{216, 219} => {7}, support=0.0027, confidence=0.9623
{65, 137} => {12}, support=0.0014, confidence=0.7674
{65, 139} => {12}, support=0.0018, confidence=0.7037
{4239} => {7, 88}, support=0.0011, confidence=0.7174
{7, 4239} => {88}, support=0.0011, confidence=0.8268
{88, 4239} => {7}, support=0.0011, confidence=0.9133
{65, 149} => {12}, support=0.0039, confidence=0.8008
{219, 230} => {7}, support=0.0018, confidence=0.9820
{219, 231} => {7}, support=0.0010, confidence=0.9754
{219, 247} => {7}, support=0.0017, confidence=0.8578
{65, 216} => {12}, support=0.0014, confidence=0.8007
{65, 219} => {12}, support=0.0043, confidence=0.7324
{254} => {7, 219}, support=0.0015, confidence=0.8632
{7, 254} => {219}, support=0.0015, confidence=0.9244
{219, 254} => {7}, support=0.0015, confidence=0.9769
{219, 255} => {7}, support=0.0024, confidence=0.9710
{256} => {7, 219}, support=0.0037, confidence=0.9108
{7, 256} => {219}, support=0.0037, confidence=0.9578
{219, 256} => {7}, support=0.0037, confidence=0.9744
{219, 260} => {7}, support=0.0011, confidence=0.9774
{70, 78} => {12}, support=0.0018, confidence=0.8388
{219, 270} => {7}, support=0.0024, confidence=0.9408
{70, 84} => {12}, support=0.0014, confidence=0.8370
{219, 274} => {7}, support=0.0031, confidence=0.9582
{219, 279} => {7}, support=0.0015, confidence=0.9260
{219, 291} => {7}, support=0.0011, confidence=0.9631
{219, 295} => {7}, support=0.0018, confidence=0.8521
{219, 304} => {7}, support=0.0036, confidence=0.9556
{219, 315} => {7}, support=0.0022, confidence=0.9488
{219, 317} => {7}, support=0.0032, confidence=0.9490
{70, 137} => {12}, support=0.0010, confidence=0.8037
{70, 139} => {12}, support=0.0014, confidence=0.7853
{72} => {12, 78}, support=0.0028, confidence=0.6715
{12, 72} => {78}, support=0.0028, confidence=0.8438
{72, 78} => {12}, support=0.0028, confidence=0.8355
{65, 304} => {12}, support=0.0011, confidence=0.8019
{70, 149} => {12}, support=0.0024, confidence=0.8694
{65, 317} => {12}, support=0.0013, confidence=0.7719
{219, 362} => {7}, support=0.0018, confidence=0.9765
{219, 365} => {7}, support=0.0018, confidence=0.9863
{219, 379} => {7}, support=0.0017, confidence=0.9712
{219, 380} => {7}, support=0.0011, confidence=0.9805
{12, 1508} => {28}, support=0.0011, confidence=0.7507
{28, 1508} => {12}, support=0.0011, confidence=0.7108
{70, 219} => {12}, support=0.0026, confidence=0.7990
{12, 1530} => {28}, support=0.0012, confidence=0.7968
{28, 1530} => {12}, support=0.0012, confidence=0.7608
{219, 439} => {7}, support=0.0019, confidence=0.9928
{219, 447} => {7}, support=0.0027, confidence=0.9525
{65, 439} => {12}, support=0.0010, confidence=0.8791
{65, 447} => {12}, support=0.0011, confidence=0.7329
{219, 491} => {7}, support=0.0013, confidence=0.8377
{219, 493} => {7}, support=0.0011, confidence=0.9601
{206, 898} => {7}, support=0.0013, confidence=0.9133
{219, 505} => {7}, support=0.0026, confidence=0.9509
{219, 513} => {7}, support=0.0021, confidence=0.9747
{219, 515} => {7}, support=0.0010, confidence=0.9627
{78, 84} => {12}, support=0.0025, confidence=0.8512
{78, 136} => {12}, support=0.0015, confidence=0.8766
{78, 137} => {12}, support=0.0021, confidence=0.7934
{78, 139} => {12}, support=0.0024, confidence=0.7536
{78, 149} => {12}, support=0.0044, confidence=0.8415
{65, 585} => {12}, support=0.0015, confidence=0.6873
{219, 634} => {7}, support=0.0010, confidence=0.9693
{78, 206} => {12}, support=0.0012, confidence=0.8143
{219, 641} => {7}, support=0.0012, confidence=0.9511
{219, 645} => {7}, support=0.0010, confidence=0.9581
{1053} => {7, 206}, support=0.0018, confidence=0.7573
{7, 1053} => {206}, support=0.0018, confidence=0.8729
{206, 1053} => {7}, support=0.0018, confidence=0.9198
{78, 216} => {12}, support=0.0020, confidence=0.8336
{78, 219} => {12}, support=0.0048, confidence=0.7797
{219, 663} => {7}, support=0.0010, confidence=0.9576
{219, 668} => {7}, support=0.0014, confidence=0.9761
{219, 671} => {7}, support=0.0011, confidence=0.9580
{65, 645} => {12}, support=0.0018, confidence=0.7107
{65, 671} => {12}, support=0.0021, confidence=0.7331
{78, 270} => {12}, support=0.0011, confidence=0.7826
{230, 365} => {7}, support=0.0010, confidence=0.9908
{12, 86} => {84}, support=0.0033, confidence=0.7974
{84, 86} => {12}, support=0.0033, confidence=0.7282
{12, 87} => {84}, support=0.0031, confidence=0.7738
{84, 87} => {12}, support=0.0031, confidence=0.7264
{84, 88} => {12}, support=0.0024, confidence=0.7397
{78, 291} => {12}, support=0.0019, confidence=0.8261
{219, 738} => {7}, support=0.0024, confidence=0.9532
{78, 304} => {12}, support=0.0013, confidence=0.8147
{219, 748} => {7}, support=0.0015, confidence=0.9797
{78, 315} => {12}, support=0.0010, confidence=0.8011
{78, 317} => {12}, support=0.0015, confidence=0.8091
{84, 137} => {12}, support=0.0013, confidence=0.8057
{84, 139} => {12}, support=0.0016, confidence=0.7826
{219, 763} => {7}, support=0.0011, confidence=0.9825
{65, 738} => {12}, support=0.0010, confidence=0.7747
{84, 149} => {12}, support=0.0027, confidence=0.8458
{12, 86} => {87}, support=0.0036, confidence=0.8669
{12, 87} => {86}, support=0.0036, confidence=0.8961
{86, 87} => {12}, support=0.0036, confidence=0.7277
{86, 88} => {12}, support=0.0011, confidence=0.7124
{87, 88} => {12}, support=0.0011, confidence=0.7238
{78, 379} => {12}, support=0.0010, confidence=0.8007
{84, 206} => {12}, support=0.0017, confidence=0.7731
{12, 89} => {88}, support=0.0012, confidence=0.8888
{88, 89} => {12}, support=0.0012, confidence=0.6840
{84, 216} => {12}, support=0.0013, confidence=0.8369
{206, 279} => {8}, support=0.0015, confidence=0.7220
{84, 219} => {12}, support=0.0032, confidence=0.7840
{12, 1957} => {28}, support=0.0016, confidence=0.7526
{28, 1957} => {12}, support=0.0016, confidence=0.6824
{78, 439} => {12}, support=0.0012, confidence=0.9060
{78, 447} => {12}, support=0.0014, confidence=0.7804
{219, 898} => {7}, support=0.0010, confidence=0.9584
{84, 279} => {12}, support=0.0015, confidence=0.7866
{219, 917} => {7}, support=0.0012, confidence=0.9814
{88, 206} => {12}, support=0.0013, confidence=0.7174
{12, 212} => {88}, support=0.0015, confidence=0.8899
{88, 212} => {12}, support=0.0015, confidence=0.6975
{88, 219} => {12}, support=0.0012, confidence=0.8172
{91, 143} => {12}, support=0.0010, confidence=0.8077
{91, 149} => {12}, support=0.0020, confidence=0.8749
{219, 988} => {7}, support=0.0052, confidence=0.9585
{65, 988} => {12}, support=0.0010, confidence=0.6976
{88, 279} => {12}, support=0.0012, confidence=0.7138
{91, 219} => {12}, support=0.0022, confidence=0.8370
{84, 447} => {12}, support=0.0011, confidence=0.7868
{78, 634} => {12}, support=0.0019, confidence=0.7959
{230, 748} => {7}, support=0.0011, confidence=0.9712
{1497} => {7, 206}, support=0.0012, confidence=0.7429
{7, 1497} => {206}, support=0.0012, confidence=0.8700
{206, 1497} => {7}, support=0.0012, confidence=0.8983
{1508} => {7, 206}, support=0.0017, confidence=0.7527
{7, 1508} => {206}, support=0.0017, confidence=0.8815
{206, 1508} => {7}, support=0.0017, confidence=0.9072
{4239} => {8, 88}, support=0.0012, confidence=0.7495
{8, 4239} => {88}, support=0.0012, confidence=0.9288
{88, 4239} => {8}, support=0.0012, confidence=0.9541
{78, 738} => {12}, support=0.0019, confidence=0.8133
{12, 2332} => {28}, support=0.0010, confidence=0.6084
{28, 2332} => {12}, support=0.0010, confidence=0.7003
{1000} => {12, 72}, support=0.0016, confidence=0.7705
{12, 1000} => {72}, support=0.0016, confidence=0.9382
{72, 1000} => {12}, support=0.0016, confidence=0.8992
{1001} => {12, 72}, support=0.0010, confidence=0.7421
{12, 1001} => {72}, support=0.0010, confidence=0.9423
{72, 1001} => {12}, support=0.0010, confidence=0.8844
{2086} => {12, 41}, support=0.0012, confidence=0.7120
{12, 2086} => {41}, support=0.0012, confidence=0.9560
{41, 2086} => {12}, support=0.0012, confidence=0.7721
{2087} => {12, 41}, support=0.0014, confidence=0.7088
{12, 2087} => {41}, support=0.0014, confidence=0.9577
{41, 2087} => {12}, support=0.0014, confidence=0.7842
{78, 988} => {12}, support=0.0013, confidence=0.7478
{1000} => {12, 78}, support=0.0014, confidence=0.6821
{12, 1000} => {78}, support=0.0014, confidence=0.8306
{78, 1000} => {12}, support=0.0014, confidence=0.8928
{206, 898} => {8}, support=0.0013, confidence=0.9117
{84, 898} => {12}, support=0.0018, confidence=0.7509
{1957} => {7, 206}, support=0.0025, confidence=0.7410
{7, 1957} => {206}, support=0.0025, confidence=0.8492
{206, 1957} => {7}, support=0.0025, confidence=0.9138
{1961} => {7, 206}, support=0.0016, confidence=0.7669
{7, 1961} => {206}, support=0.0016, confidence=0.8791
{206, 1961} => {7}, support=0.0016, confidence=0.9108
{8, 1053} => {206}, support=0.0014, confidence=0.9553
{206, 1053} => {8}, support=0.0014, confidence=0.6954
{88, 898} => {12}, support=0.0020, confidence=0.7018
{219, 1645} => {7}, support=0.0013, confidence=0.9659
{12, 2818} => {28}, support=0.0010, confidence=0.7773
{28, 2818} => {12}, support=0.0010, confidence=0.7012
{7, 1802} => {216}, support=0.0011, confidence=0.7064
{216, 1802} => {7}, support=0.0011, confidence=0.8310
{270, 304} => {7}, support=0.0014, confidence=0.9743
{274, 304} => {7}, support=0.0021, confidence=0.9793
{274, 317} => {7}, support=0.0010, confidence=0.9548
{1508} => {8, 206}, support=0.0014, confidence=0.6381
{8, 1508} => {206}, support=0.0014, confidence=0.9569
{206, 1508} => {8}, support=0.0014, confidence=0.7690
{4, 2025} => {315}, support=0.0010, confidence=0.8088
{274, 505} => {7}, support=0.0014, confidence=0.9693
{136, 137} => {12}, support=0.0013, confidence=0.8518
{136, 149} => {12}, support=0.0017, confidence=0.9036
{137, 139} => {12}, support=0.0023, confidence=0.7101
{137, 149} => {12}, support=0.0023, confidence=0.8243
{2818} => {7, 206}, support=0.0016, confidence=0.7489
{7, 2818} => {206}, support=0.0016, confidence=0.8735
{206, 2818} => {7}, support=0.0016, confidence=0.9020
{136, 219} => {12}, support=0.0019, confidence=0.8583
{139, 149} => {12}, support=0.0034, confidence=0.7803
{137, 216} => {12}, support=0.0011, confidence=0.7935
{137, 219} => {12}, support=0.0025, confidence=0.7542
{1050} => {7, 266}, support=0.0010, confidence=0.7970
{7, 1050} => {266}, support=0.0010, confidence=0.9127
{266, 1050} => {7}, support=0.0010, confidence=0.9058
{8, 1957} => {206}, support=0.0019, confidence=0.9398
{206, 1957} => {8}, support=0.0019, confidence=0.6908
{8, 1961} => {206}, support=0.0012, confidence=0.9649
{206, 1961} => {8}, support=0.0012, confidence=0.7060
{139, 216} => {12}, support=0.0014, confidence=0.7633
{139, 219} => {12}, support=0.0038, confidence=0.7092
{277} => {7, 898}, support=0.0022, confidence=0.7175
{7, 277} => {898}, support=0.0022, confidence=0.8515
{277, 898} => {7}, support=0.0022, confidence=0.9060
{3457} => {12, 41}, support=0.0012, confidence=0.6739
{12, 3457} => {41}, support=0.0012, confidence=0.9532
{41, 3457} => {12}, support=0.0012, confidence=0.7486
{279, 898} => {7}, support=0.0011, confidence=0.9121
{149, 156} => {12}, support=0.0013, confidence=0.8813
{149, 206} => {12}, support=0.0014, confidence=0.8228
{149, 216} => {12}, support=0.0020, confidence=0.8503
{149} => {12, 219}, support=0.0314, confidence=0.6284
{12, 149} => {219}, support=0.0314, confidence=0.8628
{12, 219} => {149}, support=0.0314, confidence=0.7461
{149, 219} => {12}, support=0.0314, confidence=0.7986
{149, 230} => {12}, support=0.0014, confidence=0.8653
{254} => {12, 149}, support=0.0012, confidence=0.7121
{12, 254} => {149}, support=0.0012, confidence=0.9259
{149, 254} => {12}, support=0.0012, confidence=0.8557
{149, 255} => {12}, support=0.0020, confidence=0.8549
{256} => {12, 149}, support=0.0031, confidence=0.7518
{12, 256} => {149}, support=0.0031, confidence=0.9506
{149, 256} => {12}, support=0.0031, confidence=0.8513
{149, 270} => {12}, support=0.0018, confidence=0.8025
{149, 274} => {12}, support=0.0023, confidence=0.8384
{149, 279} => {12}, support=0.0011, confidence=0.8322
{663} => {12, 137}, support=0.0043, confidence=0.6400
{12, 663} => {137}, support=0.0043, confidence=0.9064
{137, 663} => {12}, support=0.0043, confidence=0.7491
{149, 295} => {12}, support=0.0011, confidence=0.7293
{149, 304} => {12}, support=0.0029, confidence=0.8400
{149, 315} => {12}, support=0.0017, confidence=0.8341
{149, 317} => {12}, support=0.0024, confidence=0.8548
{304, 317} => {7}, support=0.0011, confidence=0.9553
{139, 632} => {12}, support=0.0017, confidence=0.6979
{139, 633} => {12}, support=0.0018, confidence=0.7313
{291, 738} => {7}, support=0.0022, confidence=0.9402
{149, 362} => {12}, support=0.0015, confidence=0.8856
{149, 365} => {12}, support=0.0015, confidence=0.8745
{149, 379} => {12}, support=0.0012, confidence=0.8356
{139, 738} => {12}, support=0.0012, confidence=0.6959
{156, 219} => {12}, support=0.0014, confidence=0.8378
{149, 439} => {12}, support=0.0016, confidence=0.9300
{149, 447} => {12}, support=0.0019, confidence=0.8171
{149, 505} => {12}, support=0.0020, confidence=0.8095
{304, 505} => {7}, support=0.0014, confidence=0.9596
{149, 513} => {12}, support=0.0017, confidence=0.8730
{149, 668} => {12}, support=0.0011, confidence=0.8751
{139, 988} => {12}, support=0.0013, confidence=0.7093
{12, 1102} => {137}, support=0.0016, confidence=0.7662
{137, 1102} => {12}, support=0.0016, confidence=0.7712
{149, 738} => {12}, support=0.0018, confidence=0.8369
{2818} => {8, 206}, support=0.0013, confidence=0.6344
{8, 2818} => {206}, support=0.0013, confidence=0.9546
{206, 2818} => {8}, support=0.0013, confidence=0.7641
{149, 748} => {12}, support=0.0012, confidence=0.8627
{317, 574} => {7}, support=0.0016, confidence=0.9734
{332} => {7, 325}, support=0.0010, confidence=0.7205
{7, 332} => {325}, support=0.0010, confidence=0.8182
{325, 332} => {7}, support=0.0010, confidence=0.9861
{12, 988} => {149}, support=0.0062, confidence=0.7974
{149, 988} => {12}, support=0.0062, confidence=0.7906
{304, 988} => {7}, support=0.0013, confidence=0.9755
{325} => {7, 339}, support=0.0016, confidence=0.7166
{339} => {7, 325}, support=0.0016, confidence=0.7043
{7, 325} => {339}, support=0.0016, confidence=0.8016
{7, 339} => {325}, support=0.0016, confidence=0.8150
{325, 339} => {7}, support=0.0016, confidence=0.9873
{325} => {7, 340}, support=0.0016, confidence=0.7147
{340} => {7, 325}, support=0.0016, confidence=0.7353
{7, 325} => {340}, support=0.0016, confidence=0.7996
{7, 340} => {325}, support=0.0016, confidence=0.8375
{325, 340} => {7}, support=0.0016, confidence=0.9867
{277} => {8, 898}, support=0.0023, confidence=0.7563
{8, 277} => {898}, support=0.0023, confidence=0.9504
{277, 898} => {8}, support=0.0023, confidence=0.9550
{279, 898} => {8}, support=0.0011, confidence=0.9312
{332} => {7, 339}, support=0.0010, confidence=0.7198
{7, 332} => {339}, support=0.0010, confidence=0.8174
{332, 339} => {7}, support=0.0010, confidence=0.9860
{332} => {7, 340}, support=0.0010, confidence=0.7169
{7, 332} => {340}, support=0.0010, confidence=0.8140
{332, 340} => {7}, support=0.0010, confidence=0.9860
{317, 917} => {7}, support=0.0012, confidence=0.9725
{339} => {7, 340}, support=0.0017, confidence=0.7079
{340} => {7, 339}, support=0.0017, confidence=0.7410
{7, 339} => {340}, support=0.0017, confidence=0.8192
{7, 340} => {339}, support=0.0017, confidence=0.8439
{339, 340} => {7}, support=0.0017, confidence=0.9874
{149, 1645} => {12}, support=0.0010, confidence=0.8422
{1525} => {7, 315}, support=0.0014, confidence=0.6034
{7, 1525} => {315}, support=0.0014, confidence=0.7747
{315, 1525} => {7}, support=0.0014, confidence=0.8394
{206, 216} => {12}, support=0.0029, confidence=0.8143
{206, 219} => {12}, support=0.0016, confidence=0.7658
{206, 279} => {12}, support=0.0015, confidence=0.7445
{322, 1530} => {7}, support=0.0011, confidence=0.9088
{216, 219} => {12}, support=0.0022, confidence=0.7857
{2025} => {7, 315}, support=0.0023, confidence=0.7891
{7, 2025} => {315}, support=0.0023, confidence=0.8915
{315, 2025} => {7}, support=0.0023, confidence=0.9514
{219, 230} => {12}, support=0.0015, confidence=0.8108
{219, 247} => {12}, support=0.0013, confidence=0.6621
{254} => {12, 219}, support=0.0012, confidence=0.7276
{12, 254} => {219}, support=0.0012, confidence=0.9461
{219, 254} => {12}, support=0.0012, confidence=0.8234
{219, 255} => {12}, support=0.0020, confidence=0.8232
{256} => {12, 219}, support=0.0031, confidence=0.7670
{12, 256} => {219}, support=0.0031, confidence=0.9698
{219, 256} => {12}, support=0.0031, confidence=0.8205
{219, 270} => {12}, support=0.0019, confidence=0.7354
{219, 274} => {12}, support=0.0025, confidence=0.7700
{219, 279} => {12}, support=0.0013, confidence=0.7780
{219, 295} => {12}, support=0.0013, confidence=0.6296
{219, 304} => {12}, support=0.0029, confidence=0.7795
{219, 315} => {12}, support=0.0018, confidence=0.7816
{219, 317} => {12}, support=0.0027, confidence=0.7867
{219, 362} => {12}, support=0.0016, confidence=0.8557
{219, 365} => {12}, support=0.0015, confidence=0.8191
{219, 379} => {12}, support=0.0013, confidence=0.7674
{219, 439} => {12}, support=0.0017, confidence=0.8947
{219, 447} => {12}, support=0.0021, confidence=0.7374
{219, 505} => {12}, support=0.0021, confidence=0.7463
{219, 513} => {12}, support=0.0018, confidence=0.8387
{2244} => {7, 322}, support=0.0012, confidence=0.6813
{7, 2244} => {322}, support=0.0012, confidence=0.8036
{322, 2244} => {7}, support=0.0012, confidence=0.9024
{12, 1053} => {206}, support=0.0014, confidence=0.9038
{206, 1053} => {12}, support=0.0014, confidence=0.7230
{219, 668} => {12}, support=0.0012, confidence=0.8166
{219, 738} => {12}, support=0.0019, confidence=0.7761
{219, 748} => {12}, support=0.0012, confidence=0.8142
{322, 1530} => {8}, support=0.0011, confidence=0.8990
{219, 917} => {12}, support=0.0011, confidence=0.8555
{15, 149} => {219}, support=0.0011, confidence=0.8944
{15, 219} => {149}, support=0.0011, confidence=0.7466
{219, 988} => {12}, support=0.0039, confidence=0.7252
{12, 1508} => {206}, support=0.0014, confidence=0.9119
{206, 1508} => {12}, support=0.0014, confidence=0.7181
{12, 1957} => {206}, support=0.0018, confidence=0.8520
{206, 1957} => {12}, support=0.0018, confidence=0.6720
{1961} => {12, 206}, support=0.0012, confidence=0.6052
{12, 1961} => {206}, support=0.0012, confidence=0.9053
{206, 1961} => {12}, support=0.0012, confidence=0.7188
{2244} => {8, 322}, support=0.0013, confidence=0.7063
{8, 2244} => {322}, support=0.0013, confidence=0.9281
{322, 2244} => {8}, support=0.0013, confidence=0.9354
{219, 1645} => {12}, support=0.0011, confidence=0.7902
{403} => {7, 898}, support=0.0014, confidence=0.7331
{7, 403} => {898}, support=0.0014, confidence=0.8512
{403, 898} => {7}, support=0.0014, confidence=0.9038
{270, 304} => {12}, support=0.0011, confidence=0.7903
{379, 1749} => {7}, support=0.0012, confidence=0.9812
{274, 304} => {12}, support=0.0017, confidence=0.7908
{274, 505} => {12}, support=0.0011, confidence=0.7538
{12, 2818} => {206}, support=0.0012, confidence=0.8992
{206, 2818} => {12}, support=0.0012, confidence=0.6963
{439, 569} => {7}, support=0.0013, confidence=0.9992
{12, 277} => {898}, support=0.0017, confidence=0.8709
{277, 898} => {12}, support=0.0017, confidence=0.7029
{403} => {8, 898}, support=0.0015, confidence=0.7694
{8, 403} => {898}, support=0.0015, confidence=0.9225
{403, 898} => {8}, support=0.0015, confidence=0.9485
{291, 738} => {12}, support=0.0018, confidence=0.7643
{304, 505} => {12}, support=0.0011, confidence=0.7532
{317, 574} => {12}, support=0.0014, confidence=0.8536
{304, 988} => {12}, support=0.0010, confidence=0.7682
{325} => {12, 339}, support=0.0015, confidence=0.6651
{339} => {12, 325}, support=0.0015, confidence=0.6537
{12, 325} => {339}, support=0.0015, confidence=0.8619
{12, 339} => {325}, support=0.0015, confidence=0.8776
{325, 339} => {12}, support=0.0015, confidence=0.9165
{325} => {12, 340}, support=0.0015, confidence=0.6628
{340} => {12, 325}, support=0.0015, confidence=0.6819
{12, 325} => {340}, support=0.0015, confidence=0.8589
{12, 340} => {325}, support=0.0015, confidence=0.8842
{325, 340} => {12}, support=0.0015, confidence=0.9150
{317, 917} => {12}, support=0.0011, confidence=0.8486
{339} => {12, 340}, support=0.0015, confidence=0.6537
{340} => {12, 339}, support=0.0015, confidence=0.6843
{12, 339} => {340}, support=0.0015, confidence=0.8776
{12, 340} => {339}, support=0.0015, confidence=0.8873
{339, 340} => {12}, support=0.0015, confidence=0.9118
{12, 1525} => {315}, support=0.0010, confidence=0.8036
{315, 1525} => {12}, support=0.0010, confidence=0.6281
